P-value Rank,Percent Discovered Mitocarta Genes
10234,96.30
10235,96.30
10236,96.30
10237,96.30
10238,96.30
10239,96.30
10240,96.30
10241,96.30
10242,96.30
10243,96.30
10244,96.30
10245,96.30
10246,96.30
10247,96.30
10248,96.30
10249,96.30
10250,96.30
10251,96.30
10252,96.30
10253,96.30
10254,96.30
10255,96.30
10256,96.30
10257,96.30
10258,96.30
10259,96.30
10260,96.30
10261,96.30
10262,96.30
10263,96.30
10264,96.30
10265,96.30
10266,96.30
10267,96.30
10268,96.30
10269,96.30
10270,96.30
10271,96.30
10272,96.30
10273,96.30
10274,96.30
10275,96.30
10276,96.30
10277,96.30
10278,96.30
10279,96.30
10280,96.30
10281,96.30
10282,96.30
10283,96.30
10284,96.30
10285,96.30
10286,96.30
10287,96.30
10288,96.30
10289,96.30
10290,96.30
10291,96.30
10292,96.30
10293,96.30
10294,96.30
10295,96.30
10296,96.30
10297,96.30
10298,96.30
10299,96.30
10300,96.30
10301,96.30
10302,96.30
10303,96.30
10304,96.30
10305,96.30
10306,96.30
10307,96.30
10308,96.30
10309,96.30
10310,96.30
10311,96.30
10312,96.30
10313,96.30
10314,96.30
10315,96.30
10316,96.30
10317,96.30
10318,96.30
10319,96.30
10320,96.30
10321,96.30
10322,96.30
10323,96.30
10324,96.30
10325,96.30
10326,96.30
10327,96.30
10328,96.30
10329,96.30
10330,96.30
10331,96.30
10332,96.30
10333,96.30
10334,96.30
10335,96.30
10336,96.30
10337,96.30
10338,96.30
10339,96.30
10340,96.30
10341,96.30
10342,96.30
10343,96.30
10344,96.30
10345,96.30
10346,96.30
10347,96.30
10348,96.30
10349,96.30
10350,96.30
10351,96.30
10352,96.30
10353,96.30
10354,96.30
10355,96.30
10356,96.30
10357,96.30
10358,96.30
10359,96.30
10360,96.30
10361,96.30
10362,96.30
10363,96.30
10364,96.30
10365,96.30
10366,96.30
10367,96.30
10368,96.30
10369,96.30
10370,96.30
10371,96.30
10372,96.30
10373,96.30
10374,96.30
10375,96.30
10376,96.30
10377,96.30
10378,96.30
10379,96.30
10380,96.30
10381,96.30
10382,96.30
10383,96.30
10384,96.30
10385,96.30
10386,96.30
10387,96.30
10388,96.30
10389,96.30
10390,96.30
10391,96.30
10392,96.30
10393,96.30
10394,96.30
10395,96.30
10396,96.30
10397,96.30
10398,96.30
10399,96.30
10400,96.30
10401,96.30
10402,96.30
10403,96.30
10404,96.30
10405,96.30
10406,96.30
10407,96.30
10408,96.30
10409,96.30
10410,96.30
10411,96.30
10412,96.30
10413,96.30
10414,96.30
10415,96.30
10416,96.30
10417,96.30
10418,96.30
10419,96.30
10420,96.30
10421,96.30
10422,96.30
10423,96.30
10424,96.30
10425,96.30
10426,96.30
10427,96.30
10428,96.30
10429,96.30
10430,96.30
10431,96.30
10432,96.30
10433,96.30
10434,96.30
10435,96.30
10436,96.30
10437,96.30
10438,96.30
10439,96.30
10440,96.30
10441,96.30
10442,96.30
10443,96.30
10444,96.30
10445,96.30
10446,96.30
10447,96.30
10448,96.30
10449,96.30
10450,96.30
10451,96.30
10452,96.30
10453,96.30
10454,96.30
10455,96.30
10456,96.30
10457,96.30
10458,96.30
10459,96.38
10460,96.38
10461,96.38
10462,96.38
10463,96.38
10464,96.38
10465,96.38
10466,96.38
10467,96.38
10468,96.38
10469,96.38
10470,96.38
10471,96.38
10472,96.38
10473,96.38
10474,96.38
10475,96.38
10476,96.38
10477,96.38
10478,96.38
10479,96.38
10480,96.38
10481,96.38
10482,96.38
10483,96.38
10484,96.38
10485,96.38
10486,96.38
10487,96.38
10488,96.38
10489,96.38
10490,96.38
10491,96.38
10492,96.38
10493,96.38
10494,96.38
10495,96.38
10496,96.38
10497,96.38
10498,96.38
10499,96.38
10500,96.38
10501,96.38
10502,96.38
10503,96.38
10504,96.38
10505,96.38
10506,96.38
10507,96.38
10508,96.38
10509,96.38
10510,96.38
10511,96.38
10512,96.38
10513,96.38
10514,96.38
10515,96.38
10516,96.38
10517,96.38
10518,96.38
10519,96.38
10520,96.38
10521,96.38
10522,96.38
10523,96.38
10524,96.38
10525,96.38
10526,96.38
10527,96.38
10528,96.38
10529,96.38
10530,96.38
10531,96.38
10532,96.38
10533,96.38
10534,96.38
10535,96.38
10536,96.38
10537,96.38
10538,96.38
10539,96.38
10540,96.38
10541,96.38
10542,96.38
10543,96.38
10544,96.38
10545,96.38
10546,96.38
10547,96.38
10548,96.38
10549,96.38
10550,96.38
10551,96.38
10552,96.38
10553,96.38
10554,96.38
10555,96.38
10556,96.38
10557,96.38
10558,96.38
10559,96.38
10560,96.38
10561,96.38
10562,96.38
10563,96.38
10564,96.38
10565,96.38
10566,96.38
10567,96.38
10568,96.38
10569,96.38
10570,96.38
10571,96.38
10572,96.38
10573,96.38
10574,96.38
10575,96.38
10576,96.38
10577,96.38
10578,96.38
10579,96.38
10580,96.38
10581,96.38
10582,96.38
10583,96.38
10584,96.38
10585,96.38
10586,96.38
10587,96.38
10588,96.38
10589,96.38
10590,96.38
10591,96.38
10592,96.38
10593,96.38
10594,96.38
10595,96.38
10596,96.38
10597,96.38
10598,96.38
10599,96.38
10600,96.38
10601,96.38
10602,96.38
10603,96.38
10604,96.38
10605,96.38
10606,96.38
10607,96.38
10608,96.38
10609,96.38
10610,96.38
10611,96.38
10612,96.38
10613,96.38
10614,96.38
10615,96.38
10616,96.38
10617,96.38
10618,96.38
10619,96.38
10620,96.38
10621,96.38
10622,96.38
10623,96.38
10624,96.38
10625,96.38
10626,96.38
10627,96.38
10628,96.38
10629,96.38
10630,96.38
10631,96.38
10632,96.38
10633,96.38
10634,96.38
10635,96.38
10636,96.38
10637,96.38
10638,96.38
10639,96.38
10640,96.38
10641,96.38
10642,96.38
10643,96.38
10644,96.38
10645,96.38
10646,96.38
10647,96.38
10648,96.38
10649,96.38
10650,96.38
10651,96.38
10652,96.38
10653,96.38
10654,96.38
10655,96.38
10656,96.38
10657,96.38
10658,96.38
10659,96.38
10660,96.38
10661,96.38
10662,96.38
10663,96.38
10664,96.38
10665,96.38
10666,96.38
10667,96.38
10668,96.38
10669,96.38
10670,96.38
10671,96.38
10672,96.38
10673,96.38
10674,96.38
10675,96.38
10676,96.38
10677,96.38
10678,96.38
10679,96.38
10680,96.38
10681,96.38
10682,96.38
10683,96.38
10684,96.38
10685,96.38
10686,96.38
10687,96.47
10688,96.47
10689,96.47
10690,96.47
10691,96.47
10692,96.47
10693,96.47
10694,96.47
10695,96.47
10696,96.47
10697,96.47
10698,96.47
10699,96.47
10700,96.47
10701,96.47
10702,96.47
10703,96.47
10704,96.47
10705,96.47
10706,96.47
10707,96.47
10708,96.47
10709,96.47
10710,96.47
10711,96.47
10712,96.47
10713,96.47
10714,96.47
10715,96.47
10716,96.47
10717,96.47
10718,96.47
10719,96.47
10720,96.47
10721,96.47
10722,96.47
10723,96.47
10724,96.47
10725,96.47
10726,96.47
10727,96.47
10728,96.47
10729,96.47
10730,96.47
10731,96.47
10732,96.47
10733,96.47
10734,96.47
10735,96.47
10736,96.47
10737,96.47
10738,96.47
10739,96.47
10740,96.47
10741,96.47
10742,96.47
10743,96.47
10744,96.47
10745,96.47
10746,96.47
10747,96.47
10748,96.47
10749,96.47
10750,96.47
10751,96.47
10752,96.47
10753,96.47
10754,96.47
10755,96.47
10756,96.47
10757,96.47
10758,96.47
10759,96.47
10760,96.47
10761,96.47
10762,96.47
10763,96.47
10764,96.47
10765,96.47
10766,96.47
10767,96.47
10768,96.47
10769,96.47
10770,96.47
10771,96.47
10772,96.47
10773,96.47
10774,96.47
10775,96.47
10776,96.47
10777,96.47
10778,96.47
10779,96.47
10780,96.47
10781,96.47
10782,96.47
10783,96.47
10784,96.47
10785,96.47
10786,96.47
10787,96.47
10788,96.47
10789,96.47
10790,96.47
10791,96.47
10792,96.47
10793,96.47
10794,96.47
10795,96.47
10796,96.47
10797,96.47
10798,96.47
10799,96.47
10800,96.47
10801,96.47
10802,96.47
10803,96.47
10804,96.47
10805,96.47
10806,96.47
10807,96.47
10808,96.47
10809,96.47
10810,96.47
10811,96.47
10812,96.47
10813,96.47
10814,96.47
10815,96.47
10816,96.47
10817,96.47
10818,96.47
10819,96.47
10820,96.47
10821,96.47
10822,96.47
10823,96.47
10824,96.47
10825,96.47
10826,96.47
10827,96.47
10828,96.47
10829,96.47
10830,96.47
10831,96.47
10832,96.47
10833,96.47
10834,96.47
10835,96.47
10836,96.47
10837,96.47
10838,96.47
10839,96.47
10840,96.47
10841,96.47
10842,96.47
10843,96.47
10844,96.47
10845,96.47
10846,96.47
10847,96.47
10848,96.47
10849,96.47
10850,96.47
10851,96.47
10852,96.47
10853,96.47
10854,96.47
10855,96.47
10856,96.47
10857,96.47
10858,96.47
10859,96.47
10860,96.47
10861,96.47
10862,96.47
10863,96.47
10864,96.47
10865,96.47
10866,96.47
10867,96.47
10868,96.47
10869,96.47
10870,96.47
10871,96.47
10872,96.47
10873,96.47
10874,96.47
10875,96.47
10876,96.47
10877,96.47
10878,96.47
10879,96.47
10880,96.47
10881,96.47
10882,96.47
10883,96.47
10884,96.47
10885,96.47
10886,96.47
10887,96.47
10888,96.47
10889,96.47
10890,96.47
10891,96.47
10892,96.47
10893,96.47
10894,96.47
10895,96.47
10896,96.47
10897,96.47
10898,96.47
10899,96.47
10900,96.47
10901,96.47
10902,96.47
10903,96.47
10904,96.47
10905,96.47
10906,96.47
10907,96.47
10908,96.47
10909,96.47
10910,96.47
10911,96.47
10912,96.47
10913,96.47
10914,96.47
10915,96.47
10916,96.47
10917,96.47
10918,96.47
10919,96.47
10920,96.47
10921,96.47
10922,96.47
10923,96.47
10924,96.47
10925,96.47
10926,96.47
10927,96.47
10928,96.47
10929,96.47
10930,96.47
10931,96.47
10932,96.47
10933,96.47
10934,96.47
10935,96.47
10936,96.47
10937,96.47
10938,96.47
10939,96.47
10940,96.47
10941,96.47
10942,96.47
10943,96.47
10944,96.47
10945,96.47
10946,96.47
10947,96.47
10948,96.47
10949,96.47
10950,96.47
10951,96.47
10952,96.47
10953,96.47
10954,96.47
10955,96.47
10956,96.47
10957,96.47
10958,96.47
10959,96.47
10960,96.47
10961,96.47
10962,96.47
10963,96.47
10964,96.47
10965,96.47
10966,96.47
10967,96.47
10968,96.47
10969,96.47
10970,96.47
10971,96.47
10972,96.47
10973,96.47
10974,96.47
10975,96.47
10976,96.47
10977,96.47
10978,96.47
10979,96.47
10980,96.47
10981,96.47
10982,96.47
10983,96.47
10984,96.47
10985,96.47
10986,96.47
10987,96.47
10988,96.47
10989,96.47
10990,96.47
10991,96.47
10992,96.47
10993,96.47
10994,96.47
10995,96.47
10996,96.47
10997,96.47
10998,96.47
10999,96.47
11000,96.47
11001,96.47
11002,96.47
11003,96.47
11004,96.47
11005,96.47
11006,96.47
11007,96.47
11008,96.47
11009,96.47
11010,96.47
11011,96.47
11012,96.47
11013,96.47
11014,96.47
11015,96.47
11016,96.47
11017,96.47
11018,96.47
11019,96.47
11020,96.47
11021,96.47
11022,96.47
11023,96.47
11024,96.47
11025,96.47
11026,96.47
11027,96.47
11028,96.47
11029,96.47
11030,96.47
11031,96.47
11032,96.47
11033,96.47
11034,96.47
11035,96.47
11036,96.47
11037,96.47
11038,96.47
11039,96.47
11040,96.47
11041,96.47
11042,96.47
11043,96.47
11044,96.47
11045,96.47
11046,96.47
11047,96.47
11048,96.47
11049,96.47
11050,96.47
11051,96.47
11052,96.47
11053,96.47
11054,96.47
11055,96.47
11056,96.47
11057,96.47
11058,96.47
11059,96.47
11060,96.47
11061,96.47
11062,96.47
11063,96.47
11064,96.47
11065,96.47
11066,96.47
11067,96.47
11068,96.47
11069,96.47
11070,96.47
11071,96.47
11072,96.47
11073,96.47
11074,96.47
11075,96.47
11076,96.47
11077,96.47
11078,96.47
11079,96.47
11080,96.47
11081,96.47
11082,96.47
11083,96.47
11084,96.47
11085,96.47
11086,96.47
11087,96.47
11088,96.47
11089,96.47
11090,96.47
11091,96.47
11092,96.47
11093,96.47
11094,96.47
11095,96.47
11096,96.47
11097,96.47
11098,96.47
11099,96.47
11100,96.47
11101,96.47
11102,96.47
11103,96.47
11104,96.47
11105,96.47
11106,96.47
11107,96.47
11108,96.47
11109,96.47
11110,96.47
11111,96.47
11112,96.47
11113,96.47
11114,96.47
11115,96.47
11116,96.47
11117,96.47
11118,96.47
11119,96.47
11120,96.47
11121,96.47
11122,96.47
11123,96.47
11124,96.47
11125,96.47
11126,96.47
11127,96.47
11128,96.47
11129,96.47
11130,96.47
11131,96.47
11132,96.47
11133,96.47
11134,96.47
11135,96.47
11136,96.47
11137,96.47
11138,96.47
11139,96.47
11140,96.47
11141,96.47
11142,96.47
11143,96.47
11144,96.47
11145,96.47
11146,96.47
11147,96.47
11148,96.47
11149,96.47
11150,96.47
11151,96.47
11152,96.47
11153,96.47
11154,96.47
11155,96.47
11156,96.47
11157,96.47
11158,96.47
11159,96.47
11160,96.47
11161,96.47
11162,96.47
11163,96.47
11164,96.47
11165,96.47
11166,96.47
11167,96.47
11168,96.47
11169,96.47
11170,96.47
11171,96.47
11172,96.47
11173,96.47
11174,96.47
11175,96.47
11176,96.47
11177,96.47
11178,96.47
11179,96.47
11180,96.47
11181,96.47
11182,96.47
11183,96.47
11184,96.47
11185,96.47
11186,96.47
11187,96.47
11188,96.47
11189,96.47
11190,96.47
11191,96.47
11192,96.47
11193,96.47
11194,96.47
11195,96.47
11196,96.47
11197,96.47
11198,96.47
11199,96.47
11200,96.47
11201,96.47
11202,96.47
11203,96.47
11204,96.47
11205,96.47
11206,96.47
11207,96.47
11208,96.47
11209,96.47
11210,96.47
11211,96.47
11212,96.47
11213,96.47
11214,96.47
11215,96.47
11216,96.47
11217,96.47
11218,96.47
11219,96.47
11220,96.47
11221,96.47
11222,96.47
11223,96.47
11224,96.47
11225,96.47
11226,96.47
11227,96.47
11228,96.47
11229,96.47
11230,96.47
11231,96.47
11232,96.47
11233,96.47
11234,96.47
11235,96.47
11236,96.47
11237,96.47
11238,96.47
11239,96.47
11240,96.47
11241,96.47
11242,96.47
11243,96.47
11244,96.47
11245,96.47
11246,96.47
11247,96.47
11248,96.47
11249,96.47
11250,96.47
11251,96.47
11252,96.47
11253,96.47
11254,96.47
11255,96.47
11256,96.47
11257,96.47
11258,96.47
11259,96.47
11260,96.47
11261,96.47
11262,96.47
11263,96.47
11264,96.47
11265,96.47
11266,96.47
11267,96.47
11268,96.47
11269,96.47
11270,96.47
11271,96.47
11272,96.47
11273,96.47
11274,96.47
11275,96.47
11276,96.47
11277,96.47
11278,96.47
11279,96.47
11280,96.47
11281,96.47
11282,96.47
11283,96.47
11284,96.47
11285,96.47
11286,96.47
11287,96.47
11288,96.47
11289,96.47
11290,96.47
11291,96.47
11292,96.47
11293,96.47
11294,96.47
11295,96.47
11296,96.47
11297,96.47
11298,96.47
11299,96.47
11300,96.47
11301,96.47
11302,96.47
11303,96.47
11304,96.47
11305,96.47
11306,96.47
11307,96.47
11308,96.47
11309,96.47
11310,96.47
11311,96.47
11312,96.47
11313,96.47
11314,96.47
11315,96.47
11316,96.47
11317,96.47
11318,96.47
11319,96.47
11320,96.47
11321,96.47
11322,96.47
11323,96.47
11324,96.47
11325,96.47
11326,96.47
11327,96.47
11328,96.47
11329,96.47
11330,96.47
11331,96.47
11332,96.47
11333,96.47
11334,96.47
11335,96.47
11336,96.47
11337,96.47
11338,96.47
11339,96.47
11340,96.47
11341,96.47
11342,96.47
11343,96.47
11344,96.47
11345,96.47
11346,96.47
11347,96.47
11348,96.47
11349,96.47
11350,96.47
11351,96.47
11352,96.47
11353,96.47
11354,96.47
11355,96.47
11356,96.47
11357,96.47
11358,96.47
11359,96.47
11360,96.47
11361,96.47
11362,96.47
11363,96.47
11364,96.47
11365,96.47
11366,96.47
11367,96.47
11368,96.47
11369,96.47
11370,96.47
11371,96.47
11372,96.47
11373,96.47
11374,96.47
11375,96.47
11376,96.47
11377,96.47
11378,96.47
11379,96.47
11380,96.47
11381,96.47
11382,96.47
11383,96.47
11384,96.47
11385,96.47
11386,96.47
11387,96.47
11388,96.47
11389,96.47
11390,96.47
11391,96.47
11392,96.47
11393,96.47
11394,96.47
11395,96.47
11396,96.47
11397,96.47
11398,96.47
11399,96.47
11400,96.47
11401,96.47
11402,96.47
11403,96.47
11404,96.47
11405,96.47
11406,96.47
11407,96.47
11408,96.47
11409,96.47
11410,96.47
11411,96.47
11412,96.47
11413,96.47
11414,96.47
11415,96.47
11416,96.47
11417,96.47
11418,96.47
11419,96.47
11420,96.47
11421,96.47
11422,96.47
11423,96.47
11424,96.47
11425,96.47
11426,96.47
11427,96.47
11428,96.47
11429,96.47
11430,96.47
11431,96.47
11432,96.47
11433,96.47
11434,96.47
11435,96.47
11436,96.47
11437,96.47
11438,96.47
11439,96.47
11440,96.47
11441,96.47
11442,96.47
11443,96.47
11444,96.47
11445,96.47
11446,96.47
11447,96.47
11448,96.47
11449,96.47
11450,96.47
11451,96.47
11452,96.47
11453,96.47
11454,96.47
11455,96.47
11456,96.47
11457,96.47
11458,96.47
11459,96.47
11460,96.47
11461,96.47
11462,96.47
11463,96.47
11464,96.47
11465,96.47
11466,96.47
11467,96.47
11468,96.47
11469,96.47
11470,96.47
11471,96.47
11472,96.47
11473,96.47
11474,96.47
11475,96.47
11476,96.47
11477,96.47
11478,96.47
11479,96.47
11480,96.47
11481,96.47
11482,96.47
11483,96.47
11484,96.47
11485,96.47
11486,96.47
11487,96.47
11488,96.47
11489,96.47
11490,96.47
11491,96.47
11492,96.47
11493,96.47
11494,96.47
11495,96.47
11496,96.47
11497,96.47
11498,96.47
11499,96.47
11500,96.47
11501,96.47
11502,96.47
11503,96.47
11504,96.47
11505,96.47
11506,96.47
11507,96.47
11508,96.47
11509,96.47
11510,96.47
11511,96.47
11512,96.47
11513,96.47
11514,96.47
11515,96.56
11516,96.56
11517,96.56
11518,96.56
11519,96.56
11520,96.56
11521,96.56
11522,96.56
11523,96.56
11524,96.56
11525,96.56
11526,96.56
11527,96.56
11528,96.56
11529,96.56
11530,96.56
11531,96.56
11532,96.56
11533,96.56
11534,96.56
11535,96.56
11536,96.56
11537,96.56
11538,96.56
11539,96.56
11540,96.56
11541,96.56
11542,96.56
11543,96.56
11544,96.56
11545,96.56
11546,96.56
11547,96.56
11548,96.56
11549,96.56
11550,96.56
11551,96.56
11552,96.56
11553,96.56
11554,96.56
11555,96.56
11556,96.56
11557,96.56
11558,96.56
11559,96.56
11560,96.56
11561,96.56
11562,96.56
11563,96.56
11564,96.56
11565,96.56
11566,96.56
11567,96.56
11568,96.56
11569,96.56
11570,96.56
11571,96.56
11572,96.56
11573,96.56
11574,96.56
11575,96.56
11576,96.56
11577,96.56
11578,96.56
11579,96.56
11580,96.56
11581,96.56
11582,96.56
11583,96.56
11584,96.56
11585,96.56
11586,96.56
11587,96.56
11588,96.56
11589,96.56
11590,96.56
11591,96.56
11592,96.56
11593,96.56
11594,96.56
11595,96.56
11596,96.56
11597,96.56
11598,96.56
11599,96.56
11600,96.56
11601,96.56
11602,96.56
11603,96.56
11604,96.56
11605,96.56
11606,96.56
11607,96.56
11608,96.56
11609,96.56
11610,96.56
11611,96.56
11612,96.56
11613,96.56
11614,96.56
11615,96.56
11616,96.56
11617,96.56
11618,96.56
11619,96.56
11620,96.56
11621,96.56
11622,96.56
11623,96.56
11624,96.56
11625,96.56
11626,96.56
11627,96.56
11628,96.56
11629,96.56
11630,96.56
11631,96.56
11632,96.56
11633,96.56
11634,96.56
11635,96.56
11636,96.56
11637,96.56
11638,96.56
11639,96.56
11640,96.56
11641,96.56
11642,96.56
11643,96.56
11644,96.56
11645,96.56
11646,96.56
11647,96.56
11648,96.56
11649,96.56
11650,96.56
11651,96.56
11652,96.56
11653,96.56
11654,96.56
11655,96.56
11656,96.56
11657,96.56
11658,96.56
11659,96.56
11660,96.56
11661,96.56
11662,96.56
11663,96.56
11664,96.56
11665,96.56
11666,96.56
11667,96.56
11668,96.56
11669,96.56
11670,96.56
11671,96.56
11672,96.56
11673,96.56
11674,96.56
11675,96.56
11676,96.56
11677,96.56
11678,96.56
11679,96.56
11680,96.56
11681,96.56
11682,96.56
11683,96.56
11684,96.56
11685,96.56
11686,96.56
11687,96.56
11688,96.56
11689,96.56
11690,96.56
11691,96.56
11692,96.56
11693,96.56
11694,96.56
11695,96.56
11696,96.56
11697,96.56
11698,96.56
11699,96.56
11700,96.56
11701,96.56
11702,96.56
11703,96.56
11704,96.56
11705,96.56
11706,96.56
11707,96.56
11708,96.56
11709,96.56
11710,96.56
11711,96.56
11712,96.56
11713,96.56
11714,96.56
11715,96.56
11716,96.56
11717,96.56
11718,96.56
11719,96.56
11720,96.56
11721,96.56
11722,96.56
11723,96.56
11724,96.56
11725,96.56
11726,96.56
11727,96.56
11728,96.56
11729,96.56
11730,96.56
11731,96.56
11732,96.56
11733,96.56
11734,96.56
11735,96.56
11736,96.56
11737,96.56
11738,96.56
11739,96.56
11740,96.56
11741,96.56
11742,96.56
11743,96.56
11744,96.56
11745,96.56
11746,96.56
11747,96.56
11748,96.56
11749,96.56
11750,96.56
11751,96.56
11752,96.56
11753,96.56
11754,96.56
11755,96.56
11756,96.56
11757,96.56
11758,96.56
11759,96.56
11760,96.56
11761,96.56
11762,96.56
11763,96.56
11764,96.56
11765,96.56
11766,96.56
11767,96.56
11768,96.56
11769,96.56
11770,96.56
11771,96.56
11772,96.56
11773,96.56
11774,96.56
11775,96.56
11776,96.56
11777,96.56
11778,96.56
11779,96.56
11780,96.56
11781,96.56
11782,96.56
11783,96.56
11784,96.56
11785,96.56
11786,96.56
11787,96.56
11788,96.56
11789,96.56
11790,96.56
11791,96.56
11792,96.56
11793,96.56
11794,96.56
11795,96.56
11796,96.56
11797,96.56
11798,96.56
11799,96.56
11800,96.56
11801,96.56
11802,96.56
11803,96.56
11804,96.56
11805,96.56
11806,96.56
11807,96.56
11808,96.56
11809,96.56
11810,96.56
11811,96.56
11812,96.56
11813,96.56
11814,96.56
11815,96.56
11816,96.56
11817,96.56
11818,96.56
11819,96.56
11820,96.56
11821,96.56
11822,96.56
11823,96.56
11824,96.56
11825,96.56
11826,96.56
11827,96.56
11828,96.56
11829,96.56
11830,96.56
11831,96.56
11832,96.56
11833,96.56
11834,96.56
11835,96.56
11836,96.56
11837,96.56
11838,96.56
11839,96.56
11840,96.56
11841,96.56
11842,96.56
11843,96.56
11844,96.56
11845,96.56
11846,96.56
11847,96.56
11848,96.56
11849,96.56
11850,96.56
11851,96.56
11852,96.56
11853,96.56
11854,96.56
11855,96.56
11856,96.56
11857,96.56
11858,96.56
11859,96.56
11860,96.56
11861,96.56
11862,96.56
11863,96.56
11864,96.56
11865,96.56
11866,96.56
11867,96.56
11868,96.56
11869,96.56
11870,96.56
11871,96.56
11872,96.56
11873,96.56
11874,96.56
11875,96.56
11876,96.56
11877,96.56
11878,96.56
11879,96.56
11880,96.56
11881,96.56
11882,96.56
11883,96.56
11884,96.56
11885,96.56
11886,96.56
11887,96.56
11888,96.56
11889,96.56
11890,96.56
11891,96.56
11892,96.56
11893,96.56
11894,96.56
11895,96.56
11896,96.56
11897,96.56
11898,96.56
11899,96.56
11900,96.56
11901,96.56
11902,96.56
11903,96.56
11904,96.56
11905,96.56
11906,96.56
11907,96.56
11908,96.56
11909,96.56
11910,96.56
11911,96.56
11912,96.56
11913,96.56
11914,96.56
11915,96.56
11916,96.56
11917,96.56
11918,96.56
11919,96.56
11920,96.56
11921,96.56
11922,96.56
11923,96.56
11924,96.56
11925,96.56
11926,96.56
11927,96.56
11928,96.56
11929,96.56
11930,96.56
11931,96.56
11932,96.56
11933,96.56
11934,96.56
11935,96.56
11936,96.56
11937,96.56
11938,96.56
11939,96.56
11940,96.56
11941,96.56
11942,96.56
11943,96.56
11944,96.56
11945,96.56
11946,96.56
11947,96.56
11948,96.56
11949,96.56
11950,96.56
11951,96.56
11952,96.56
11953,96.56
11954,96.56
11955,96.56
11956,96.56
11957,96.56
11958,96.56
11959,96.56
11960,96.56
11961,96.56
11962,96.56
11963,96.56
11964,96.56
11965,96.56
11966,96.56
11967,96.56
11968,96.56
11969,96.56
11970,96.56
11971,96.56
11972,96.56
11973,96.56
11974,96.56
11975,96.56
11976,96.56
11977,96.56
11978,96.56
11979,96.56
11980,96.56
11981,96.56
11982,96.56
11983,96.56
11984,96.56
11985,96.56
11986,96.56
11987,96.56
11988,96.56
11989,96.56
11990,96.56
11991,96.56
11992,96.56
11993,96.56
11994,96.56
11995,96.56
11996,96.56
11997,96.56
11998,96.56
11999,96.56
12000,96.56
12001,96.56
12002,96.56
12003,96.56
12004,96.56
12005,96.56
12006,96.56
12007,96.56
12008,96.56
12009,96.56
12010,96.56
12011,96.56
12012,96.56
12013,96.56
12014,96.56
12015,96.56
12016,96.56
12017,96.56
12018,96.56
12019,96.56
12020,96.56
12021,96.56
12022,96.56
12023,96.56
12024,96.56
12025,96.56
12026,96.56
12027,96.56
12028,96.56
12029,96.56
12030,96.56
12031,96.56
12032,96.56
12033,96.56
12034,96.56
12035,96.56
12036,96.56
12037,96.56
12038,96.56
12039,96.56
12040,96.56
12041,96.56
12042,96.56
12043,96.56
12044,96.56
12045,96.56
12046,96.56
12047,96.56
12048,96.56
12049,96.56
12050,96.56
12051,96.56
12052,96.56
12053,96.56
12054,96.56
12055,96.56
12056,96.56
12057,96.56
12058,96.56
12059,96.56
12060,96.56
12061,96.56
12062,96.56
12063,96.56
12064,96.56
12065,96.56
12066,96.56
12067,96.56
12068,96.56
12069,96.56
12070,96.56
12071,96.56
12072,96.56
12073,96.56
12074,96.56
12075,96.56
12076,96.56
12077,96.56
12078,96.56
12079,96.56
12080,96.56
12081,96.56
12082,96.56
12083,96.56
12084,96.56
12085,96.56
12086,96.56
12087,96.56
12088,96.56
12089,96.56
12090,96.56
12091,96.56
12092,96.56
12093,96.56
12094,96.56
12095,96.56
12096,96.56
12097,96.56
12098,96.56
12099,96.56
12100,96.56
12101,96.56
12102,96.56
12103,96.56
12104,96.56
12105,96.56
12106,96.56
12107,96.56
12108,96.56
12109,96.56
12110,96.56
12111,96.56
12112,96.56
12113,96.56
12114,96.56
12115,96.56
12116,96.56
12117,96.56
12118,96.56
12119,96.56
12120,96.56
12121,96.56
12122,96.56
12123,96.56
12124,96.56
12125,96.56
12126,96.56
12127,96.56
12128,96.56
12129,96.56
12130,96.56
12131,96.56
12132,96.56
12133,96.56
12134,96.56
12135,96.56
12136,96.56
12137,96.56
12138,96.56
12139,96.56
12140,96.56
12141,96.56
12142,96.56
12143,96.56
12144,96.56
12145,96.56
12146,96.56
12147,96.56
12148,96.56
12149,96.56
12150,96.56
12151,96.56
12152,96.56
12153,96.56
12154,96.56
12155,96.56
12156,96.56
12157,96.56
12158,96.56
12159,96.56
12160,96.56
12161,96.56
12162,96.56
12163,96.56
12164,96.56
12165,96.56
12166,96.56
12167,96.56
12168,96.56
12169,96.56
12170,96.56
12171,96.56
12172,96.56
12173,96.56
12174,96.56
12175,96.56
12176,96.56
12177,96.56
12178,96.56
12179,96.56
12180,96.56
12181,96.56
12182,96.56
12183,96.56
12184,96.56
12185,96.56
12186,96.56
12187,96.56
12188,96.56
12189,96.56
12190,96.56
12191,96.56
12192,96.56
12193,96.56
12194,96.56
12195,96.56
12196,96.56
12197,96.56
12198,96.56
12199,96.56
12200,96.56
12201,96.56
12202,96.56
12203,96.56
12204,96.56
12205,96.56
12206,96.56
12207,96.56
12208,96.56
12209,96.56
12210,96.56
12211,96.56
12212,96.56
12213,96.56
12214,96.56
12215,96.56
12216,96.56
12217,96.56
12218,96.56
12219,96.56
12220,96.56
12221,96.56
12222,96.56
12223,96.56
12224,96.56
12225,96.56
12226,96.56
12227,96.56
12228,96.56
12229,96.56
